Tanggal&Waktu,Username,Tweet
2022-06-13 07:35:59+00:00,100dblockchain,RT @NervosKR: #gaming #blockchain #crypto #cryptocurrency #Web3 #Web3community #devs #gamedev #gameindustry #gamestudios #eth #BTC #ADA #ga…
2022-06-13 07:35:20+00:00,NervosKR,#gaming #blockchain #crypto #cryptocurrency #Web3 #Web3community #devs #gamedev #gameindustry #gamestudios #eth… https://t.co/nIujgJcRWz
2022-06-13 07:35:15+00:00,HughesMichi,@RenAI_NFT Hi ya ☺
2022-06-13 07:34:27+00:00,Happy1xx,@PC_NFTs Pani puri https://t.co/e2vOUumCkK
2022-06-13 07:32:56+00:00,MichaellCorn,@NFT_LADY_007 @0xDecaArt @Vince_Van_Dough gm Julia 🌻
2022-06-13 07:32:07+00:00,aylin_karatepe_,@Murat_ilhan_NFT @caliskannfatih Gm Murat ☀️😍
2022-06-13 07:32:05+00:00,ASapaArt,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 07:30:50+00:00,allysoneth,@FOXTROT_NFT OPPA anyeong !
2022-06-13 07:30:10+00:00,abztrctz,New Drop ABZTRCTZ x GRPTRSJLN / Audio I Series https://t.co/DO481Vy4AA #nft #nftart #openseanft @opensea… https://t.co/O750mVDzf2
2022-06-13 07:29:25+00:00,0xJuniBigwins96,@nftsolanasniper @OakParadiseNFT @ZeninNFT @CamoChameleonC @SongenArt @Gakko_Monkez @SecretAlphaLabs @FWDNFT… https://t.co/uolMOUDhTg
2022-06-13 07:29:05+00:00,boranacu,"@GuarEmperor sebelum pensi, bisa lah send koleksi nft nya dulu
wkwk"
2022-06-13 07:28:08+00:00,Daylight5470,@meta_ghost_nft 0xCc4c30600cc1A3e8FdC866ee3C6f73DC9248428f
2022-06-13 07:27:47+00:00,pinkapewife,@sasha_nft Gm erekt guy😏🍆☀️
2022-06-13 07:27:45+00:00,IndonesiaSolve,"Hai Komunitas https://t.co/UcmPVEE1z6,
Minggu ini, lihat apa yang Anda lewatkan selama bulan Mei di buletin… https://t.co/FqKJvRfAJA"
2022-06-13 07:26:33+00:00,nft_stunner,@god_of_meta @omniversedao Mese hamishe yeke nft iran khodeti 😍😍
2022-06-13 07:26:18+00:00,costume_z,@Alexis_NFT 0xa2097fd5D3Bdb42823554F1FD071A1159CC06346
2022-06-13 07:25:14+00:00,FeizalReza12_,@Javamanmk05 jadiin nft laku tuh
2022-06-13 07:24:35+00:00,jellyfishverse,@nft_shark10 @akarayume Kawai
2022-06-13 07:22:50+00:00,hezi78638998,@V1JeromeLoo @ChinaChic_NFT @pieceofshit_wtf wululululu
2022-06-13 07:21:12+00:00,HanxnNFT,Easyyy 🤩setiap kali hit 10 - 20 NFT confirm dapat!!! https://t.co/aATJZOoIwe
2022-06-13 07:20:24+00:00,ansar_shahmir,"GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇GM😇
#NFTs #NFTCommunity #nftart #NFTcollections… https://t.co/x3o337TJLX"
2022-06-13 07:19:54+00:00,Sondemart,@Murat_ilhan_NFT Gm Murat☕️🌞
2022-06-13 07:18:29+00:00,abhicrusher,"#NFT #NFTs #NFTCommunity Mobox Avatar #8166365
https://t.co/BZePVybmw5 https://t.co/P9BnyP6f6a"
2022-06-13 07:18:14+00:00,Bilal37682937,"Alhamdulillah Won #NFT 🔥
Thanks @IvyMarket x @Metaline001 ❤️ https://t.co/Dvv9jb3pqJ"
2022-06-13 07:16:32+00:00,OkkyArt_NFT,"RT @ridwankamil: Filosofi Hidup Eril : “berjuta doa akan dipanjatkan dari berjuta kebaikan yang ditaburkan”

Dan ini foto terganteng, foto…"
2022-06-13 07:15:57+00:00,NaberalOv,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 07:14:28+00:00,Christhebiz96,@Ty80904319 @NFT_Justin @claymates @CardanoCrocClub Halo gang @CardanoCrocClub https://t.co/FusS4LVpVP
2022-06-13 07:13:05+00:00,arissamaa,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 07:12:14+00:00,NFTiko,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 07:11:33+00:00,marko_denko,@EdyyTH_ @kaizoku_nft @nestpals @NFTDeDON @EagleEyesNFT done! semoga win amiin ya Allah
2022-06-13 07:11:29+00:00,dinzagny,"@perkomicrypto @Misatokenid Bagaimana cara melakukan penjual belian untuk NFT yang dimiliki sangkara, dan apakah Nf… https://t.co/2MKUn63Ykk"
2022-06-13 07:10:47+00:00,CryptoTomYT,@ryannotdavid @psychedelic_nft Daeho!!!
2022-06-13 07:08:22+00:00,AndyETH_NFT,"@huxsterized Sik pa, kamek sik pande klaka sawak."
2022-06-13 07:07:55+00:00,akaczHEX,"Hahaha ⚠️Scamsius⚠️
#scam #celsius $CEL #crypto #BTC $BTC $ETH #DeFi #NFT https://t.co/lNHS0Ghxec"
2022-06-13 07:07:49+00:00,Ballagoes,"@MightySolWolves ☝🥰  $MSWS #Airdrop 🙌
@WarkopKangSemut
@TotchiePho9
@sadut182
Good luck 🍀

#Airdrop #Solana… https://t.co/xC5qj1Y8s0"
2022-06-13 07:07:44+00:00,huxsterized,@AndyETH_NFT Dia mmg wehh.. belum dia ckp bahasa Sarawak dgn kau.. mmg terus tutup komputer kau dia buat nya 🤣
2022-06-13 07:06:43+00:00,AndyETH_NFT,Kita shill lagi. Shilllll https://t.co/TfqjI9ZdVK
2022-06-13 07:06:31+00:00,SuwittawatR,@pungpung_nft Thank you Khun PungPung ❤️❤️
2022-06-13 07:06:23+00:00,AndyETH_NFT,@huxsterized Susah. Aku gila. Tapi layan dia yg gila lagi gila
2022-06-13 07:06:16+00:00,achola_kelvin,"RT @stanleyneno: RasMan NFT?
Kenyan
#NFT
#NFTCommmunity 
#AfricaNFT https://t.co/vlJFQtEK4l"
2022-06-13 07:05:59+00:00,popkalcer,RT @KuretaID: Bioskop Online Ajak Nonton Film Lawas Terbaik Indonesia Lewat Program NFT https://t.co/BFWCbDqEmx
2022-06-13 07:05:53+00:00,spesialgurls,@perkomicrypto @Misatokenid Apakah token misa dapat di gunakan untuk pembelian nft? Dan di tengah pasar yang tidak… https://t.co/d74yFfdoeF
2022-06-13 07:04:53+00:00,AndyETH_NFT,"RT @MoonjayGoodman: Topik-topik intelektual di diskusi
Anjakan paradigma bila kena kopi
Peace love and harmony reggae sampai pagi
Keluar ke…"
2022-06-13 07:01:53+00:00,adnetworknft,"RT @elenakara22: Say hello to Daruma poo 💩  

🏮👍🏼🏮🔁🏮

⬇️⬇️⬇️⬇️⬇️⬇️⬇️
https://t.co/r0dfyr1zFK via @opensea 
#NFT #NFTs #nftart #NFTartwork #…"
2022-06-13 06:59:30+00:00,MoggyVerse,@nft_shark10 @TThisischicken Woyooo woyooo 🙌🙌
2022-06-13 06:59:16+00:00,MIZAKI_NFT,@kilara_chan Makanya liat aku aja biar ga aneh🗿
2022-06-13 06:58:37+00:00,nft_shigetaji,@milavoev GM Mila⚪️
2022-06-13 06:57:40+00:00,alit_pawitra8,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:57:28+00:00,Ritchpop,"Selamat menyambut Hari Puisi Malaysia 2022
#puisi #NFT #Malaysia #pentasian https://t.co/aIfVjRPOtL"
2022-06-13 06:56:34+00:00,retMayer_NFT,F*ck WL Purge Meta🖕 @ShisokaNFT https://t.co/2x1BODajof
2022-06-13 06:56:25+00:00,aibeneth,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 06:55:47+00:00,PoloniexID,"Poloniex Space Traveller: Rujuk teman Anda, Dapatkan NFT!🎁

 BAYCTRON, MAYCTRON &amp; TRONMeebit NFT untuk Direbutan!… https://t.co/V453XbbH9R"
2022-06-13 06:55:40+00:00,nicomenzi,@SSJMunden @NFT_Astra winti hood :kekw:
2022-06-13 06:54:52+00:00,KuretaID,Bioskop Online Ajak Nonton Film Lawas Terbaik Indonesia Lewat Program NFT https://t.co/BFWCbDqEmx
2022-06-13 06:54:35+00:00,AndyETH_NFT,@0xKebi Letak link form untuk org isi untuk org dapat perfume.
2022-06-13 06:54:33+00:00,AndyETH_NFT,KeluangMan https://t.co/xNuBmCJGRE
2022-06-13 06:54:25+00:00,RexDon15,@wild_nfts 0x005dd995Fb1e18c464995fBCFB7502cf421b0035
2022-06-13 06:54:11+00:00,ljz0321,"@metadrpeng @moonlovespring @dosanim_ @ymr0930
#DR.peng #D_L_NFT"
2022-06-13 06:52:21+00:00,rezekilancarfix,@cloudgemz @Dokesi_NFTs Dc fah25 // dokesi https://t.co/6B4BKVProe
2022-06-13 06:50:35+00:00,Burnasso,@MTK_NFT @OdysseyHeart GM MTK ✨💜
2022-06-13 06:48:31+00:00,musthayrew_w1n,"@cloudgemz @Apeone_nft DC : Anak Buah#4558
Thanks https://t.co/KThCkwf8L7"
2022-06-13 06:48:30+00:00,GoldsaintAeolia,"@YogiesNFT yoyoyo
@sneakyrookie808 
@kenny_mii 
@MameTaro_NFT"
2022-06-13 06:47:42+00:00,putiikkk,Pikachunya adalah raka kalo lagi ngejelasin soal naruto atau nft dan kawan². Ga terlalu paham tapiiii i love when u… https://t.co/DV2i7PFfCh
2022-06-13 06:47:20+00:00,tanisansoversin,"RT @ykelleci44: @vibrantnft_ @DKLORD89 🔥 Thanks sir 💯🚀

#NFT 
@kmrnc15
@yusufcuk41 
@petruslp
@jvlinhT
@pzl888
@saramovik76
@joool
@BrunoSS…"
2022-06-13 06:47:05+00:00,bongdoe,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:46:11+00:00,Greentea_bear,"@DrinkitNFT 0xCEC69b83E2FF2d4aE957F8fFc11b3c6AF8D12AdA

@ruria_nft @Nyan_Cat_9999 @9noe_s @Supreme__1eader @OWLZ15… https://t.co/ZAKyE8GBfR"
2022-06-13 06:46:06+00:00,Jame0618,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:05+00:00,Tn_Sunisa,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:04+00:00,i9kxaaleynax,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:04+00:00,Nunee36966013,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:04+00:00,DZMaiRBOCmEKcVl,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:03+00:00,Nattapakon5,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:03+00:00,1kQaHGX2sf4v1jD,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:03+00:00,zN8URtVIbW3jcF4,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:46:03+00:00,r4jRumeeysaa___,"RT @Oasis_NFTs: 🎁OASIS X Gakko Monkez Giveaway X ShisokaNFT
⏰48hrs

3x OASIS WL spots
3x Gakko Monkez {🐒🌴}  WL spots
2x ShisokaNFT WL spots…"
2022-06-13 06:45:24+00:00,Nemotthugs,"RT @baycplug: Gm #NFTcommunity ⚡️

Tap In 
https://t.co/YCpP7sYi04

#NFTart #NFT #NFTdrop #nftcollector #Crypto #cryptocurrencies #BTC #ETH…"
2022-06-13 06:45:05+00:00,junebigwin__,@zaeNFT @USPOOKEDME @AlternativeApe @TheSphynxUS @2105_NFT @NFTDragoonz Ijin tag @0xsawinner @arumybigwin @sygseokjinnie
2022-06-13 06:44:16+00:00,Mifekron,@Akis_NFTs gm Akis 😊
2022-06-13 06:43:53+00:00,willis_olwande,"RT @stanleyneno: RasMan NFT?
Kenyan
#NFT
#NFTCommmunity 
#AfricaNFT https://t.co/vlJFQtEK4l"
2022-06-13 06:43:34+00:00,MTK_NFT,@isaidelgoley Gm hb gl 🎂 🎐🎐🎐
2022-06-13 06:42:58+00:00,vikvik178,"@warlandgame @BNB_SmartChain Join asap... @Dodi15621127 @dedesuherman @chika020116 
G1cM5fK2mUgxjL7kXT1nrjQJBxo5JdW… https://t.co/Q3qHPUFz2U"
2022-06-13 06:41:56+00:00,NoFutur3_,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:41:03+00:00,to_the_funky,@JuanSG_88 @bookers_nft 🙋apuntame...😎
2022-06-13 06:40:22+00:00,NFT_hunterFREE,@paukidd05 Bakat
2022-06-13 06:39:57+00:00,Pureriku1998TH,@katknippp_nft Kai dee dee pang pang kub
2022-06-13 06:39:39+00:00,photo_art_nft,RT @stacker727: Kong VS T-Rex ⚠️🦖⚔️🐵🤯🕹🎬💥⭕️🚀@veve_official @ecomi_ @DavidYuNZ @reverendalexg @ecomi_rhys #VeVecollectibles #DarthVader #Star…
2022-06-13 06:39:33+00:00,Aspa2103,"@warlandgame @BNB_SmartChain Join asap...  @Dodi15621127  @chika020116  @vikvik178 
BM9kpK5yW1EEaQHeWyWqiRTp7U89rKE… https://t.co/zOO3PopNrm"
2022-06-13 06:39:24+00:00,fierzafajri,RT @OfficialDJFuzz: Pergi @SuperlativeSS NFT Gallery kat Bali sebelum balik KL. https://t.co/RL4O3Sxp5m
2022-06-13 06:39:22+00:00,kolektibelcom,"Kolektor, sudah tahu belum?👀
Profil Pemain Timnas Basket SEA Games 31 Vietnam! 7 Orang Ada IBL NFT-nya Loh! 

Cek s… https://t.co/ZU5RrWcx4e"
2022-06-13 06:38:40+00:00,photo_art_nft,RT @dashawatar: Gm fem                                       #Goodmorningtwitterworld #NFTcommunity #NFTart #travelphotography #architectur…
2022-06-13 06:38:29+00:00,Pureriku1998TH,@urwhatueat_nft Kai dee dee pang pang kub
2022-06-13 06:37:57+00:00,stanleyneno,"RasMan NFT?
Kenyan
#NFT
#NFTCommmunity 
#AfricaNFT https://t.co/vlJFQtEK4l"
2022-06-13 06:36:41+00:00,vanadij75,"@Arch_DA0 @Arsensh0
@olgash81
@FFeofilou
@Sumi_rose2020
@Henry_Garcia209
@PandaMan_NFT

2bGTXjaGhiqNcrN49AwhdFR31Nb… https://t.co/Bjpt4PY8j6"
2022-06-13 06:36:03+00:00,teshnakamura,"[New]
A Day in Asia 202206110846
- teshnakamura 2022

#teshnakamura #generativeart #NFT #SeabugArtists https://t.co/eEfnA9pcuQ"
2022-06-13 06:35:55+00:00,mixcz089,"@MightySolWolves @ambei089 @Kasber089 @NerejoSangreo @VonnCampo 

  #Airdrop #Solana #SolanaAirdrops $MSWS… https://t.co/Pbnt4ItTme"
2022-06-13 06:34:56+00:00,Dgtly_Yours,"RT @BtcCheap: #162

Bandalizing Mona Lisa

@SuperRare @SuperRareBot @kokoonjr

#bitcoin  #ethereum #nft #nftcommunity #andykhun #cryptoart…"
2022-06-13 06:34:56+00:00,nicomenzi,@SSJMunden @NFT_Astra winti gang
2022-06-13 06:34:45+00:00,0xShar,@nft_bello gm bello 🌞 https://t.co/27OG7hhOqZ
2022-06-13 06:34:31+00:00,BtcCheap,"#162

Bandalizing Mona Lisa

@SuperRare @SuperRareBot @kokoonjr

#bitcoin  #ethereum #nft #nftcommunity #andykhun… https://t.co/BX5zF6sLVd"
2022-06-13 06:32:48+00:00,0xIntra,"RT @and2ia37: Selamat siang  teman 🙏😇
Abstract/ICM

https://t.co/xEQsXs8hwU

#NFTCommunity @opensea #nftphotography #NFTCollection #nftphot…"
2022-06-13 06:32:43+00:00,and2ia37,"Selamat siang  teman 🙏😇
Abstract/ICM

https://t.co/xEQsXs8hwU

#NFTCommunity @opensea #nftphotography… https://t.co/G7p1AArWqc"
2022-06-13 06:32:39+00:00,OfficialDJFuzz,Pergi @SuperlativeSS NFT Gallery kat Bali sebelum balik KL. https://t.co/RL4O3Sxp5m
2022-06-13 06:32:14+00:00,WORLD_XIV_NFT,@PolyChromoNFT Wooohooooo 🔥
2022-06-13 06:29:53+00:00,Jesse_Z_NFT,@TheArtPM Gm Polina ✌ ❤
2022-06-13 06:28:59+00:00,vidalauca,"Tonkar-513
#nftcollector #NFTs #NFTcommunity #artwork #digitalart 
#art + #nft https://t.co/wv5EolubR5"
2022-06-13 06:28:16+00:00,Recep_Nft,@esra_ahleb Gm Esra☕️
2022-06-13 06:27:04+00:00,Ozgbo_Nft,@mertkuyumcu10 Gm Meeert🙏✌️
2022-06-13 06:26:24+00:00,__Cwkz__,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 06:25:27+00:00,mingan_win,@cloudgemz @NeonGodsNFT @SkylandNFTs @MTVerse_NFT @moonpromos Done bismillah https://t.co/G7MAlNRlCB
2022-06-13 06:25:05+00:00,seorangnanie,@trotssler @thebuttlord_NFT _merdu betul.
2022-06-13 06:25:02+00:00,Pradeep93683997,RT @dashawatar: Gm fem                                       #Goodmorningtwitterworld #NFTcommunity #NFTart #travelphotography #architectur…
2022-06-13 06:23:28+00:00,itsfelixity333,"@EdyyTH_ @kaizoku_nft @nestpals @NFTDeDON @EagleEyesNFT bismillah,wml"
2022-06-13 06:22:23+00:00,mitso_nft,@live_cube_ Gm ali 😍
2022-06-13 06:20:30+00:00,Fajar__fajar__,@cloudgemz @Apeone_nft Discord: fajarnur https://t.co/aAkWbgVmUk
2022-06-13 06:18:51+00:00,kianaa_eth,@FOXTROT_NFT true nyahaahaa
2022-06-13 06:18:45+00:00,iscalade_1,@cloudgemz @Dokesi_NFTs Dokesi https://t.co/O4S8LEHD2Y
2022-06-13 06:17:49+00:00,Cookieboxel_nft,@tapunk_kia Akhirnya bisa ketemu koko✨🥰
2022-06-13 06:17:37+00:00,xxxohwatsdis,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 06:15:58+00:00,NFT_SolnutDAO,"RT @SolanaIndonesia: Koleksi NFT apa saja ya yang akan datang ke #Solana?

Data dari @hyperspacexyz menunjukan daftar #NFTs yang akan datan…"
2022-06-13 06:15:46+00:00,ritheesh_nft,@Legendof90s_ @bbtc bruh noooooo
2022-06-13 06:15:37+00:00,Vizen67368478,@KittoKatsuToken Great #NFTCommunity 😻$kitkat @KittoKatsuToken
2022-06-13 06:13:45+00:00,maheshguild,@Murat_ilhan_NFT Gm Murat.
2022-06-13 06:11:55+00:00,JohnSpyk8888,@mr09873643 @ZestiestOrange @ZukiGen_NFT AQM Azuki name?
2022-06-13 06:11:14+00:00,bimayunanda,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:11:12+00:00,bimayunanda,@OmDennis Saya sebenere pingintau pendapat pengusaha soal nft ini
2022-06-13 06:10:51+00:00,Vingika,Perkembangan metaverse terus menjadi perbincangan hangat setelah Mark Zuckerberg mengganti nama media sosial buatan… https://t.co/1zP8JYXPHh
2022-06-13 06:10:40+00:00,gilangndaru,"@dustyrose_NFT Di Sembaluuun, Lombok 🙌"
2022-06-13 06:09:43+00:00,Vingika,"Nikmati kabar singkat dan padat seputar blockchain, kripto, NFT dan metaverse setiap hari.

Follow kami di TikTok:… https://t.co/BcwH8Sb5Ux"
2022-06-13 06:09:32+00:00,Hadifitri,@irzzwani @thebuttlord_NFT hahaha thanks kak irzz baik2!
2022-06-13 06:09:03+00:00,TribexN,Pegasus #Bitcoin  FF #NFTCommunity https://t.co/l2cW8NpZWa
2022-06-13 06:08:28+00:00,Reddy3034,@niccinft @NFT_Dionysus Omg Nicci senpai 🥺❤️
2022-06-13 06:06:41+00:00,seorangnanie,@thebuttlord_NFT tu pantun ke?
2022-06-13 06:06:40+00:00,esperanzadora49,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:05:57+00:00,duitkripto,"RT @Harmony_IDN: Hi Harmonauts, udah tau belom @HarmonyNFT_ID lagi ngadain mint fund contest berjudul #ONETrueCall loh sebagai dukungan kam…"
2022-06-13 06:04:34+00:00,Heroshidgaf,NFT aku dah siap ! hahaha https://t.co/CeaDeuVKXg
2022-06-13 06:04:16+00:00,samydv1,RT @ElonMansur: Alhamdullilah #Saitama #SaitamaV2 @MAKHACHEVMMA @Hasbulla_NFT @mannythehitman https://t.co/gmjxj754Jn
2022-06-13 06:03:41+00:00,Cryptofairy7012,@lotta_NFT 0xE8f3bc0B1bE7F761fB9715807613248b10dffa0D
2022-06-13 06:03:00+00:00,Khaliphate,@lotta_NFT 0x848cb2e5cc913d70b418f3e209dc1f5dd2db5d50
2022-06-13 06:01:29+00:00,wulaneviwulan,@nftsolanasniper @OakParadiseNFT @ZeninNFT @CamoChameleonC @SongenArt @Gakko_Monkez @SecretAlphaLabs @FWDNFT… https://t.co/4VPbWgtwx4
2022-06-13 06:00:42+00:00,Elmira_moohel,"@K1NAZIFI_NFT 😅😅😅
Mersiiiiii Captain jooonam
Kheili miiisss u n #NFTSPACESHIP 💕"
2022-06-13 06:00:37+00:00,MomogiStar,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 06:00:34+00:00,MomogiStar,@OmDennis Sebenarnya aku GK faham NFT 🤣
2022-06-13 06:00:17+00:00,ryujinambis,"contoh seni rupa 1.5jt, tapi kalo dia bikin nft? dijual pake $$$ gimana? pasti bisa lebih dr 1,5jt. bikin logo/desi… https://t.co/psQYnY77E1"
2022-06-13 05:56:41+00:00,Anna_Zhukovska,@Murat_ilhan_NFT Gn Murat!
2022-06-13 05:56:38+00:00,ekoperkoso,"RT @OmDennis: Saya selalu melihat NFT art dari kacamata pecinta seni, namun melihat NFT project dari kacamata pelaku startup.

Makanya, say…"
2022-06-13 05:56:29+00:00,Hadifitri,@Andyrox88 @TheScreamingMen @JUNFTSWORLD @liff_NFT voc screamo member2 ramai dah. nak clean vocal susah weii
2022-06-13 05:55:03+00:00,NFTMagicBot,"ALEX you are a NFT! by ARDOR-ZGQT-2AZH-5KEB-9BM6C

https://t.co/cF9x7sbblh

#ID2591647686031016302 #NFTMagic #NFT #IGNIS"
2022-06-13 05:53:59+00:00,lianworld,@bangnaachan ak dapet 45k di nft 😭😭😭
2022-06-13 05:53:52+00:00,itzOBF,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 05:52:45+00:00,KuretaID,Deretan Film Lawas Indonesia Hadir di Program NFT Bioskop Online https://t.co/5CuO9bXekn
2022-06-13 05:51:36+00:00,thebuttlord_NFT,"Imagine paper figurine mcm ni tapi neva punya version 🤫 korang nak tak? Sambil pegang mic dan ayaq ketang 👊

Contoh… https://t.co/tJjlutsIMJ"
2022-06-13 05:51:22+00:00,brostorycool1,"RT @ghozzzz_: Let's go drop ur NFT👇, I want to see some #NFT $XTZ art, I'll RT my favorite and buy it tonight
~
Tetap semangat, walaupun ha…"
2022-06-13 05:50:08+00:00,ghozzzz_,"Let's go drop ur NFT👇, I want to see some #NFT $XTZ art, I'll RT my favorite and buy it tonight
~
Tetap semangat, w… https://t.co/mItKFnadaf"
2022-06-13 05:50:08+00:00,jellycityx,@edz_lozano @NFT_Retrievers Bismillah https://t.co/5wgu2MbKRQ
2022-06-13 05:49:36+00:00,diptidubeyy,@colexionNFT Ap iss jagah se bahut hi trending nfts buy kar sakte hai
2022-06-13 05:46:22+00:00,itsheenasolanki,@colexionNFT Me iss nfts ko kharid ne ke liye bahut hi utsuk hu...
2022-06-13 05:43:29+00:00,YOMMATOOD7,"RT @firoxelia: Hidden Sad 🌹

20/20 - 1 $XTZ

OBJKT = https://t.co/VUoeLKT4id

#NFT #NFTs #firoxelia #cleannft #xtz #objkt #pixelart #pixel…"
2022-06-13 05:43:16+00:00,keyminggyu,@cloudgemz @Apeone_nft Rosemawar#0312 https://t.co/crRG0faNZR
2022-06-13 05:43:11+00:00,dunidaya,"RT @Nikiyagives: $5 | 67K IDR ~ 130mins.

• Rt + Follow @KON_KON_NFTs"
2022-06-13 05:42:42+00:00,therealdajjal,"RT @mnhamzahsa: Rejeki bisa datang darimana saja. Jika tidak di nft untuk saat ini, aku pikir mereka kuncinya. 

https://t.co/pwSYfx4GKw ht…"
2022-06-13 05:42:28+00:00,CaritauInfo,"Solana Mengumumkan Investasi $100 Juta Untuk GameFi, DeFi, dan NFT di Korea Selatan https://t.co/CGAt7uAVcR"
2022-06-13 05:41:56+00:00,Murat_ilhan_NFT,@sam_yari @cryptophilip @art_Bulgakova @a5ht4r Wooww😳😳
2022-06-13 05:41:48+00:00,HeavyHands_NFT,Gn! Gn! Gn!
2022-06-13 05:40:27+00:00,tk_nfts,@cozypront @BubblegooseXYZ below mint
2022-06-13 05:40:20+00:00,theincomeblog,ETH BTC Mining Rig Kit 8 GPU Miner Case w/ Mining Motherboard CPU RAM PSU NO GPU - https://t.co/riPy4f6uDR… https://t.co/DvpgRGMOGu
2022-06-13 05:39:10+00:00,rendy_three,@YunaPromotes_ @Dokesi_NFTs @menanti4bigwin @YunaClaim Selamat besti
2022-06-13 05:38:22+00:00,mnhamzahsa,"Rejeki bisa datang darimana saja. Jika tidak di nft untuk saat ini, aku pikir mereka kuncinya.… https://t.co/d09cHxMa2H"
2022-06-13 05:37:49+00:00,Lurk_MN,@wali_eth @nft_yotta 0x72AF1FdBC58d0128d8Cd34685ff91801C605a562
2022-06-13 05:37:09+00:00,_Crypto_Nft_,"RT @legiongodlynft: Nam si Deus peccantibus angelis non pepercit, sed eos in gehennam conjecit, et usque in judicium tenebrarum caliginis n…"
2022-06-13 05:36:40+00:00,z_tai1,@meta_ghost_nft fpz222.eth
